datetime,0to15,15to30,30to45,45to60,average,production,temperture,wind_velocity,humidity,rainfall,weather_cost,day,productivity,night/day_pay
2021-01-01 00:00:00,62,61,61,61,61,0,-3.2,2.4,71,0.0,109.8,5,0.0,1.5
2021-01-01 01:00:00,96,93,116,113,105,0,-4.5,1.5,77,0.0,109.8,5,0.0,1.5
2021-01-01 02:00:00,106,96,106,107,104,0,-3.9,2.6,58,0.0,109.8,5,0.0,1.5
2021-01-01 03:00:00,92,110,110,109,105,0,-4.1,2.6,56,0.0,109.8,5,0.0,1.5
2021-01-01 04:00:00,108,105,106,108,107,0,-4.6,2.6,60,0.0,109.8,5,0.0,1.5
2021-01-01 05:00:00,89,83,99,98,92,0,-5.5,2.1,66,0.0,109.8,5,0.0,1.5
2021-01-01 06:00:00,102,111,110,103,107,0,-5.6,1.5,67,0.0,109.8,5,0.0,1.5
2021-01-01 07:00:00,92,75,48,29,61,0,-6.8,0.6,73,0.0,109.8,5,0.0,1.5
2021-01-01 08:00:00,27,25,22,22,24,0,-5.6,0.0,72,0.0,109.8,5,0.0,1.5
2021-01-01 09:00:00,22,22,22,22,22,0,-3.3,1.2,62,0.0,109.8,5,0.0,1.0
2021-01-01 10:00:00,22,22,22,22,22,0,-1.2,2.1,54,0.0,109.8,5,0.0,1.0
2021-01-01 11:00:00,22,23,28,27,25,0,-0.1,3.5,50,0.0,109.8,5,0.0,1.0
2021-01-01 12:00:00,22,23,22,22,22,0,1.5,2.8,45,0.0,109.8,5,0.0,1.0
2021-01-01 13:00:00,22,23,22,22,22,0,2.6,3.5,44,0.0,109.8,5,0.0,1.0
2021-01-01 14:00:00,22,23,22,23,23,0,2.6,3.3,43,0.0,109.8,5,0.0,1.0
2021-01-01 15:00:00,28,26,23,22,25,0,3.5,3.0,42,0.0,109.8,5,0.0,1.0
2021-01-01 16:00:00,23,23,22,23,23,0,3.0,3.1,43,0.0,109.8,5,0.0,1.0
2021-01-01 17:00:00,22,22,22,23,22,0,2.2,1.6,50,0.0,109.8,5,0.0,1.0
2021-01-01 18:00:00,22,23,27,27,25,0,1.1,1.2,55,0.0,109.8,5,0.0,1.5
2021-01-01 19:00:00,22,22,22,22,22,0,1.3,1.1,55,0.0,109.8,5,0.0,1.5
2021-01-01 20:00:00,22,22,22,22,22,0,1.2,1.8,57,0.0,109.8,5,0.0,1.5
2021-01-01 21:00:00,23,22,22,27,24,0,0.9,1.6,59,0.0,109.8,5,0.0,1.5
2021-01-01 22:00:00,26,22,22,22,23,0,-0.2,1.8,63,0.0,109.8,5,0.0,1.5
2021-01-01 23:00:00,22,22,22,22,22,0,0.0,1.9,57,0.0,109.8,5,0.0,1.5
2021-01-02 00:00:00,63,63,64,63,63,0,-0.7,1.1,60,0.0,109.8,6,0.0,1.5
2021-01-02 01:00:00,96,93,116,113,105,0,-1.7,1.0,64,0.0,109.8,6,0.0,1.5
2021-01-02 02:00:00,106,96,106,107,104,0,-2.5,1.7,66,0.0,109.8,6,0.0,1.5
2021-01-02 03:00:00,92,110,110,109,105,0,-2.4,0.8,72,0.0,109.8,6,0.0,1.5
2021-01-02 04:00:00,108,105,106,108,107,0,-1.4,1.8,74,0.0,109.8,6,0.0,1.5
2021-01-02 05:00:00,89,83,99,98,92,0,-1.1,1.5,74,0.0,109.8,6,0.0,1.5
2021-01-02 06:00:00,102,111,110,103,107,0,-0.7,2.1,68,0.0,109.8,6,0.0,1.5
2021-01-02 07:00:00,92,75,48,29,61,0,-2.1,0.2,74,0.0,109.8,6,0.0,1.5
2021-01-02 08:00:00,27,25,22,22,24,0,-1.9,1.4,65,0.0,109.8,6,0.0,1.5
2021-01-02 09:00:00,22,22,22,22,22,0,0.1,0.9,56,0.0,109.8,6,0.0,1.0
2021-01-02 10:00:00,22,22,22,22,22,0,1.0,1.4,58,0.0,109.8,6,0.0,1.0
2021-01-02 11:00:00,22,23,28,27,25,0,1.4,2.3,43,0.0,109.8,6,0.0,1.0
2021-01-02 12:00:00,22,23,22,22,22,0,2.6,3.1,39,0.0,109.8,6,0.0,1.0
2021-01-02 13:00:00,22,23,22,22,22,0,2.6,4.1,35,0.0,109.8,6,0.0,1.0
2021-01-02 14:00:00,22,23,22,23,23,0,2.6,4.4,31,0.0,109.8,6,0.0,1.0
2021-01-02 15:00:00,28,26,23,22,25,0,2.6,3.5,30,0.0,109.8,6,0.0,1.0
2021-01-02 16:00:00,23,23,22,23,23,0,2.4,3.7,27,0.0,109.8,6,0.0,1.0
2021-01-02 17:00:00,22,22,22,23,22,0,1.2,3.6,26,0.0,109.8,6,0.0,1.0
2021-01-02 18:00:00,22,23,27,27,25,0,0.3,3.0,28,0.0,109.8,6,0.0,1.5
2021-01-02 19:00:00,22,22,22,22,22,0,-0.6,3.2,30,0.0,109.8,6,0.0,1.5
2021-01-02 20:00:00,22,22,22,22,22,0,-0.9,3.3,30,0.0,109.8,6,0.0,1.5
2021-01-02 21:00:00,23,22,22,27,24,0,-1.2,2.8,31,0.0,109.8,6,0.0,1.5
2021-01-02 22:00:00,26,22,22,22,23,0,-1.7,3.1,33,0.0,109.8,6,0.0,1.5
2021-01-02 23:00:00,22,22,22,22,22,0,-2.1,2.9,35,0.0,109.8,6,0.0,1.5
2021-01-03 00:00:00,22,22,22,22,22,0,-2.1,2.8,34,0.0,109.8,7,0.0,1.5
2021-01-03 01:00:00,24,27,24,24,25,0,-2.5,2.1,35,0.0,109.8,7,0.0,1.5
2021-01-03 02:00:00,22,22,22,22,22,0,-2.5,2.9,34,0.0,109.8,7,0.0,1.5
2021-01-03 03:00:00,22,22,22,22,22,0,-2.5,3.3,36,0.0,109.8,7,0.0,1.5
2021-01-03 04:00:00,22,24,27,22,24,0,-2.2,3.3,35,0.0,109.8,7,0.0,1.5
2021-01-03 05:00:00,22,22,22,22,22,0,-2.5,3.5,39,0.0,109.8,7,0.0,1.5
2021-01-03 06:00:00,22,22,22,22,22,0,-2.3,3.6,39,0.0,109.8,7,0.0,1.5
2021-01-03 07:00:00,21,23,26,25,24,0,-2.5,4.7,38,0.0,109.8,7,0.0,1.5
2021-01-03 08:00:00,22,22,22,22,22,0,-2.3,4.2,32,0.0,109.8,7,0.0,1.5
2021-01-03 09:00:00,24,22,22,22,23,0,-2.5,3.2,29,0.0,109.8,7,0.0,1.0
2021-01-03 10:00:00,22,22,22,25,23,0,-1.3,4.3,27,0.0,109.8,7,0.0,1.0
2021-01-03 11:00:00,27,24,22,22,24,0,0.0,3.5,25,0.0,109.8,7,0.0,1.0
2021-01-03 12:00:00,22,22,22,22,22,0,1.1,3.8,23,0.0,109.8,7,0.0,1.0
2021-01-03 13:00:00,22,22,22,22,22,0,2.5,3.8,22,0.0,109.8,7,0.0,1.0
2021-01-03 14:00:00,22,24,27,24,24,0,2.5,3.6,24,0.0,109.8,7,0.0,1.0
2021-01-03 15:00:00,22,22,22,22,22,0,2.3,3.1,27,0.0,109.8,7,0.0,1.0
2021-01-03 16:00:00,24,22,23,22,23,0,1.7,2.5,29,0.0,109.8,7,0.0,1.0
2021-01-03 17:00:00,22,22,22,25,23,0,1.2,1.9,31,0.0,109.8,7,0.0,1.0
2021-01-03 18:00:00,27,22,22,22,23,0,0.9,1.8,33,0.0,109.8,7,0.0,1.5
2021-01-03 19:00:00,22,22,22,22,22,0,0.9,1.8,34,0.0,109.8,7,0.0,1.5
2021-01-03 20:00:00,22,22,22,22,22,0,0.6,1.7,37,0.0,109.8,7,0.0,1.5
2021-01-03 21:00:00,26,27,25,22,25,0,0.4,2.3,37,0.0,109.8,7,0.0,1.5
2021-01-03 22:00:00,23,23,23,22,23,0,0.0,1.8,38,0.0,109.8,7,0.0,1.5
2021-01-03 23:00:00,24,22,22,22,23,0,-0.4,0.6,39,0.0,109.8,7,0.0,1.5
2021-01-04 00:00:00,72,67,66,66,68,0,-0.1,1.7,39,0.0,109.8,1,0.0,1.5
2021-01-04 01:00:00,96,108,119,109,108,0,-0.9,1.3,44,0.0,109.8,1,0.0,1.5
2021-01-04 02:00:00,106,106,111,116,110,0,-0.4,1.4,42,0.0,109.8,1,0.0,1.5
2021-01-04 03:00:00,104,105,104,113,107,0,-2.1,1.5,50,0.0,109.8,1,0.0,1.5
2021-01-04 04:00:00,115,109,108,103,109,0,-1.9,1.8,50,0.0,109.8,1,0.0,1.5
2021-01-04 05:00:00,85,78,91,107,90,0,-2.8,1.3,53,0.0,109.8,1,0.0,1.5
2021-01-04 06:00:00,118,112,105,100,109,0,-4.2,0.7,60,0.0,109.8,1,0.0,1.5
2021-01-04 07:00:00,110,125,142,136,128,0,-3.0,3.3,56,0.0,109.8,1,0.0,1.5
2021-01-04 08:00:00,154,153,159,159,156,165,-2.7,4.1,53,0.0,109.8,1,0.264,1.5
2021-01-04 09:00:00,158,158,159,166,160,313,-1.5,2.4,48,0.0,109.8,1,0.488299532,1.0
2021-01-04 10:00:00,127,158,173,168,157,2757,0.4,2.4,39,0.0,109.8,1,4.404153355,1.0
2021-01-04 11:00:00,141,150,155,149,149,983,2.1,2.5,31,0.0,109.8,1,1.65210084,1.0
2021-01-04 12:00:00,81,64,94,118,89,96,4.0,3.3,30,0.0,109.8,1,0.268907563,1.0
2021-01-04 13:00:00,158,158,154,151,155,791,5.4,3.1,32,0.0,109.8,1,1.273752013,1.0
2021-01-04 14:00:00,143,154,151,160,152,2485,6.2,3.4,35,0.0,109.8,1,4.087171053,1.0
2021-01-04 15:00:00,125,142,144,149,140,2313,6.3,3.2,35,0.0,109.8,1,4.130357143,1.0
2021-01-04 16:00:00,140,141,145,140,142,1906,6.2,2.8,37,0.0,109.8,1,3.367491166,1.0
2021-01-04 17:00:00,105,103,138,143,122,1725,4.6,1.8,38,0.0,109.8,1,3.527607362,1.0
2021-01-04 18:00:00,139,138,135,145,139,0,3.1,1.5,42,0.0,109.8,1,0.0,1.5
2021-01-04 19:00:00,135,119,103,94,113,0,2.1,1.0,45,0.0,109.8,1,0.0,1.5
2021-01-04 20:00:00,91,96,105,111,101,46,1.6,1.0,47,0.0,109.8,1,0.114143921,1.5
2021-01-04 21:00:00,110,105,109,109,108,40,0.5,0.8,53,0.0,109.8,1,0.092378753,1.5
2021-01-04 22:00:00,96,111,111,109,107,0,0.9,0.4,52,0.0,109.8,1,0.0,1.5
2021-01-04 23:00:00,109,112,102,65,97,52,0.2,0.8,56,0.0,109.8,1,0.134020619,1.5
2021-01-05 00:00:00,22,22,26,26,24,0,0.1,0.5,58,0.0,109.8,2,0.0,1.5
2021-01-05 01:00:00,21,21,21,22,21,0,0.3,0.9,60,0.0,109.8,2,0.0,1.5
2021-01-05 02:00:00,21,21,21,22,21,0,0.2,0.4,60,0.0,109.8,2,0.0,1.5
2021-01-05 03:00:00,22,22,22,24,23,0,-0.1,0.7,63,0.0,109.8,2,0.0,1.5
2021-01-05 04:00:00,26,24,22,21,23,0,1.7,1.8,58,0.0,109.8,2,0.0,1.5
2021-01-05 05:00:00,21,21,21,22,21,0,1.5,1.0,61,0.0,109.8,2,0.0,1.5
2021-01-05 06:00:00,22,21,21,21,21,0,1.0,1.6,62,0.0,109.8,2,0.0,1.5
2021-01-05 07:00:00,21,26,26,22,24,0,-0.4,0.5,67,0.0,109.8,2,0.0,1.5
2021-01-05 08:00:00,21,21,21,21,21,0,0.6,2.1,67,0.0,109.8,2,0.0,1.5
2021-01-05 09:00:00,21,21,21,21,21,0,2.0,2.7,64,0.0,109.8,2,0.0,1.0
2021-01-05 10:00:00,21,21,22,26,23,0,4.1,2.0,64,0.0,109.8,2,0.0,1.0
2021-01-05 11:00:00,25,21,21,21,22,0,4.6,3.0,52,0.0,109.8,2,0.0,1.0
2021-01-05 12:00:00,21,21,21,21,21,0,5.7,3.4,31,0.0,109.8,2,0.0,1.0
2021-01-05 13:00:00,21,21,21,21,21,0,4.7,3.5,29,0.0,109.8,2,0.0,1.0
2021-01-05 14:00:00,24,25,21,21,23,0,3.4,3.8,28,0.0,109.8,2,0.0,1.0
2021-01-05 15:00:00,21,21,21,21,21,0,3.1,3.1,32,0.0,109.8,2,0.0,1.0
2021-01-05 16:00:00,21,21,21,21,21,0,2.1,2.8,33,0.0,109.8,2,0.0,1.0
2021-01-05 17:00:00,24,26,22,21,23,0,1.3,2.3,34,0.0,109.8,2,0.0,1.0
2021-01-05 18:00:00,21,21,21,21,21,0,0.6,2.4,33,0.0,109.8,2,0.0,1.5
2021-01-05 19:00:00,21,21,21,21,21,0,-0.3,1.5,29,0.0,109.8,2,0.0,1.5
2021-01-05 20:00:00,22,26,24,21,23,0,-0.7,1.9,27,0.0,109.8,2,0.0,1.5
2021-01-05 21:00:00,21,21,21,22,21,0,-1.8,1.7,30,0.0,109.8,2,0.0,1.5
2021-01-05 22:00:00,21,21,21,21,21,0,-2.3,2.7,29,0.0,109.8,2,0.0,1.5
2021-01-05 23:00:00,21,24,26,25,24,0,-3.7,1.6,34,0.0,109.8,2,0.0,1.5
2021-01-06 00:00:00,22,22,26,26,24,0,-4.5,2.5,37,0.0,109.8,3,0.0,1.5
2021-01-06 01:00:00,21,21,21,22,21,0,-4.9,4.4,39,0.0,109.8,3,0.0,1.5
2021-01-06 02:00:00,21,21,21,22,21,0,-5.5,4.8,43,0.0,109.8,3,0.0,1.5
2021-01-06 03:00:00,22,22,22,24,23,0,-5.9,3.9,43,0.0,109.8,3,0.0,1.5
2021-01-06 04:00:00,26,24,22,21,23,0,-6.5,3.3,42,0.0,109.8,3,0.0,1.5
2021-01-06 05:00:00,21,21,21,22,21,0,-6.8,3.3,43,0.0,109.8,3,0.0,1.5
2021-01-06 06:00:00,22,21,21,21,21,0,-7.1,3.7,50,0.0,109.8,3,0.0,1.5
2021-01-06 07:00:00,21,26,26,22,24,0,-7.5,1.7,52,0.0,109.8,3,0.0,1.5
2021-01-06 08:00:00,21,21,21,21,21,0,-6.6,4.6,46,0.0,109.8,3,0.0,1.5
2021-01-06 09:00:00,21,21,21,21,21,0,-6.4,4.2,50,0.0,109.8,3,0.0,1.0
2021-01-06 10:00:00,21,21,22,26,23,0,-4.7,3.5,45,0.0,109.8,3,0.0,1.0
2021-01-06 11:00:00,25,21,21,21,22,0,-2.5,4.6,36,0.0,109.8,3,0.0,1.0
2021-01-06 12:00:00,21,21,21,21,21,0,-0.9,5.0,35,0.0,109.8,3,0.0,1.0
2021-01-06 13:00:00,21,21,21,21,21,0,-0.4,4.8,35,0.0,109.8,3,0.0,1.0
2021-01-06 14:00:00,24,25,21,21,23,0,-0.1,4.2,34,0.0,109.8,3,0.0,1.0
2021-01-06 15:00:00,21,21,21,21,21,0,0.6,3.1,32,0.0,109.8,3,0.0,1.0
2021-01-06 16:00:00,21,21,21,21,21,0,0.7,1.6,32,0.0,109.8,3,0.0,1.0
2021-01-06 17:00:00,24,26,22,21,23,0,-0.1,1.3,34,0.0,109.8,3,0.0,1.0
2021-01-06 18:00:00,21,21,21,21,21,0,-1.5,1.9,38,0.0,109.8,3,0.0,1.5
2021-01-06 19:00:00,21,21,21,21,21,0,-2.0,1.8,39,0.0,109.8,3,0.0,1.5
2021-01-06 20:00:00,22,26,24,21,23,0,-1.9,0.8,40,0.0,109.8,3,0.0,1.5
2021-01-06 21:00:00,21,21,21,22,21,0,-2.5,1.2,42,0.0,109.8,3,0.0,1.5
2021-01-06 22:00:00,21,21,21,21,21,0,-3.3,1.0,48,0.0,109.8,3,0.0,1.5
2021-01-06 23:00:00,21,24,26,25,24,0,-1.8,2.5,50,0.0,109.8,3,0.0,1.5
2021-01-07 00:00:00,22,22,22,25,23,0,-2.2,0.9,53,0.0,109.8,4,0.0,1.5
2021-01-07 01:00:00,26,22,22,22,23,34,-2.3,1.3,55,0.0,109.8,4,0.369565217,1.5
2021-01-07 02:00:00,22,21,21,22,22,0,-1.2,3.2,55,0.0,109.8,4,0.0,1.5
2021-01-07 03:00:00,22,22,22,23,22,56,-1.0,3.0,55,0.0,109.8,4,0.629213483,1.5
2021-01-07 04:00:00,22,26,26,23,24,278,-1.4,4.0,43,0.0,109.8,4,2.865979381,1.5
2021-01-07 05:00:00,22,22,22,22,22,0,-5.9,4.4,85,0.2,109.8,4,0.0,1.5
2021-01-07 06:00:00,24,21,22,22,22,20,-6.0,4.9,55,0.2,109.8,4,0.224719101,1.5
2021-01-07 07:00:00,24,44,67,90,56,2841,-6.8,4.5,53,0.2,109.8,4,12.62666667,1.5
2021-01-07 08:00:00,151,169,182,182,171,538,-8.6,4.5,52,0.2,109.8,4,0.786549708,1.5
2021-01-07 09:00:00,179,166,157,162,166,1384,-8.0,5.9,29,0.2,109.8,4,2.084337349,1.0
2021-01-07 10:00:00,137,176,159,171,161,957,-7.7,6.4,24,0.2,109.8,4,1.488335925,1.0
2021-01-07 11:00:00,169,170,166,168,168,1013,-7.4,5.9,23,0.2,109.8,4,1.505200594,1.0
2021-01-07 12:00:00,120,105,106,129,115,797,-7.1,6.1,21,0.2,109.8,4,1.732608696,1.0
2021-01-07 13:00:00,169,173,182,175,175,1293,-6.7,4.8,20,0.2,109.8,4,1.849785408,1.0
2021-01-07 14:00:00,165,176,180,177,175,2314,-6.3,4.4,21,0.2,109.8,4,3.315186246,1.0
2021-01-07 15:00:00,135,166,175,174,163,1043,-6.5,4.7,18,0.2,109.8,4,1.604615385,1.0
2021-01-07 16:00:00,158,166,164,173,165,1546,-6.6,4.6,19,0.2,109.8,4,2.338880484,1.0
2021-01-07 17:00:00,123,118,151,151,136,451,-7.6,3.0,21,0.2,109.8,4,0.830570902,1.0
2021-01-07 18:00:00,154,158,154,143,152,380,-8.4,3.3,23,0.2,109.8,4,0.623973727,1.5
2021-01-07 19:00:00,141,147,131,99,130,1652,-9.0,2.8,24,0.2,109.8,4,3.189189189,1.5
2021-01-07 20:00:00,101,114,108,110,108,194,-9.6,3.0,23,0.2,109.8,4,0.448036952,1.5
2021-01-07 21:00:00,110,113,110,111,111,0,-9.8,4.1,23,0.2,109.8,4,0.0,1.5
2021-01-07 22:00:00,84,100,98,97,95,2,-10.4,4.0,25,0.2,109.8,4,0.005277045,1.5
2021-01-07 23:00:00,110,106,100,77,98,12,-10.6,3.6,26,0.2,109.8,4,0.030534351,1.5
2021-01-08 00:00:00,64,63,63,62,63,0,-10.8,3.7,28,0.2,109.8,5,0.0,1.5
2021-01-08 01:00:00,87,94,105,110,99,0,-11.4,2.6,31,0.0,109.8,5,0.0,1.5
2021-01-08 02:00:00,104,98,98,111,103,2,-12.0,1.5,34,0.0,109.8,5,0.00486618,1.5
2021-01-08 03:00:00,90,105,99,104,100,148,-11.6,2.4,37,0.0,109.8,5,0.371859296,1.5
2021-01-08 04:00:00,105,105,100,110,105,498,-11.1,3.2,39,0.0,109.8,5,1.185714286,1.5
2021-01-08 05:00:00,82,72,94,101,87,33,-11.6,4.0,42,0.0,109.8,5,0.094555874,1.5
2021-01-08 06:00:00,109,104,96,81,98,60,-11.7,4.4,44,0.0,109.8,5,0.153846154,1.5
2021-01-08 07:00:00,72,77,107,117,93,1507,-11.6,4.3,44,0.0,109.8,5,4.040214477,1.5
2021-01-08 08:00:00,141,154,161,160,154,777,-11.9,3.1,43,0.0,109.8,5,1.261363636,1.5
2021-01-08 09:00:00,165,160,160,156,160,325,-10.2,4.5,34,0.0,109.8,5,0.507020281,1.0
2021-01-08 10:00:00,127,153,138,150,142,2427,-9.1,5.4,30,0.0,109.8,5,4.272887324,1.0
2021-01-08 11:00:00,159,160,167,171,164,695,-7.9,5.0,28,0.0,109.8,5,1.057838661,1.0
2021-01-08 12:00:00,106,87,94,124,103,48,-6.5,2.8,28,0.0,109.8,5,0.116788321,1.0
2021-01-08 13:00:00,157,174,168,160,165,4386,-5.6,3.4,28,0.0,109.8,5,6.655538695,1.0
2021-01-08 14:00:00,156,164,167,176,166,1270,-5.4,4.2,30,0.0,109.8,5,1.915535445,1.0
2021-01-08 15:00:00,139,173,153,180,161,3947,-5.0,4.3,30,0.0,109.8,5,6.119379845,1.0
2021-01-08 16:00:00,150,166,164,152,158,613,-4.6,2.4,31,0.0,109.8,5,0.969936709,1.0
2021-01-08 17:00:00,127,110,147,161,136,184,-5.8,2.5,34,0.0,109.8,5,0.337614679,1.0
2021-01-08 18:00:00,150,156,152,157,154,754,-7.0,0.9,38,0.0,109.8,5,1.22601626,1.5
2021-01-08 19:00:00,155,144,140,128,142,4008,-7.5,1.0,39,0.0,109.8,5,7.068783069,1.5
2021-01-08 20:00:00,134,132,117,132,129,0,-7.4,3.8,31,0.0,109.8,5,0.0,1.5
2021-01-08 21:00:00,132,123,116,114,121,28,-8.0,4.2,31,0.0,109.8,5,0.057731959,1.5
2021-01-08 22:00:00,91,109,115,113,107,30,-8.8,2.6,36,0.0,109.8,5,0.070093458,1.5
2021-01-08 23:00:00,105,114,104,82,101,43,-9.3,2.7,41,0.0,109.8,5,0.10617284,1.5
2021-01-09 00:00:00,72,69,65,65,68,0,-9.4,3.1,42,0.0,109.8,6,0.0,1.5
2021-01-09 01:00:00,92,97,103,103,99,32,-9.6,4.5,45,0.0,109.8,6,0.081012658,1.5
2021-01-09 02:00:00,107,106,99,103,104,0,-9.7,4.1,46,0.0,109.8,6,0.0,1.5
2021-01-09 03:00:00,92,110,110,109,105,23,-9.5,4.7,46,0.0,109.8,6,0.054631829,1.5
2021-01-09 04:00:00,108,105,106,108,107,0,-10.2,4.1,49,0.0,109.8,6,0.0,1.5
2021-01-09 05:00:00,89,83,99,98,92,0,-10.5,3.7,50,0.0,109.8,6,0.0,1.5
2021-01-09 06:00:00,102,111,110,103,107,64,-10.0,3.6,47,0.0,109.8,6,0.150234742,1.5
2021-01-09 07:00:00,92,75,48,29,61,548,-10.3,2.4,49,0.0,109.8,6,2.245901639,1.5
2021-01-09 08:00:00,27,25,22,22,24,0,-9.7,4.3,47,0.0,109.8,6,0.0,1.5
2021-01-09 09:00:00,22,22,22,22,22,0,-7.8,2.9,40,0.0,109.8,6,0.0,1.0
2021-01-09 10:00:00,22,22,22,22,22,0,-6.5,3.0,32,0.0,109.8,6,0.0,1.0
2021-01-09 11:00:00,22,23,28,27,25,0,-5.3,4.3,27,0.0,109.8,6,0.0,1.0
2021-01-09 12:00:00,119,102,96,122,110,0,-4.1,4.2,25,0.0,109.8,6,0.0,1.0
2021-01-09 13:00:00,159,162,175,181,169,0,-3.7,4.7,25,0.0,109.8,6,0.0,1.0
2021-01-09 14:00:00,22,23,22,23,23,0,-3.0,4.5,25,0.0,109.8,6,0.0,1.0
2021-01-09 15:00:00,28,26,23,22,25,0,-2.3,3.6,27,0.0,109.8,6,0.0,1.0
2021-01-09 16:00:00,159,146,144,154,151,0,-2.2,2.9,29,0.0,109.8,6,0.0,1.0
2021-01-09 17:00:00,108,104,144,161,129,0,-3.1,2.7,33,0.0,109.8,6,0.0,1.0
2021-01-09 18:00:00,156,156,161,145,155,0,-4.1,2.9,39,0.0,109.8,6,0.0,1.5
2021-01-09 19:00:00,148,136,131,111,132,0,-5.2,2.6,43,0.0,109.8,6,0.0,1.5
2021-01-09 20:00:00,106,112,106,113,109,0,-5.8,3.8,37,0.0,109.8,6,0.0,1.5
2021-01-09 21:00:00,107,110,100,103,105,0,-6.4,4.2,37,0.0,109.8,6,0.0,1.5
2021-01-09 22:00:00,26,22,22,22,23,0,-6.7,4.6,40,0.0,109.8,6,0.0,1.5
2021-01-09 23:00:00,106,95,98,79,95,0,-7.2,4.4,43,0.0,109.8,6,0.0,1.5
2021-01-10 00:00:00,64,64,64,67,65,0,-7.3,2.4,45,0.0,109.8,7,0.0,1.5
2021-01-10 01:00:00,96,107,104,103,103,0,-7.2,4.2,48,0.0,109.8,7,0.0,1.5
2021-01-10 02:00:00,103,109,101,104,104,0,-7.4,2.8,50,0.0,109.8,7,0.0,1.5
2021-01-10 03:00:00,89,104,100,104,99,0,-7.3,2.6,54,0.0,109.8,7,0.0,1.5
2021-01-10 04:00:00,22,24,27,22,24,0,-8.1,2.3,57,0.0,109.8,7,0.0,1.5
2021-01-10 05:00:00,22,22,22,22,22,0,-8.5,2.8,59,0.0,109.8,7,0.0,1.5
2021-01-10 06:00:00,22,22,22,22,22,0,-8.2,3.3,57,0.0,109.8,7,0.0,1.5
2021-01-10 07:00:00,21,23,26,25,24,0,-7.6,2.7,54,0.0,109.8,7,0.0,1.5
2021-01-10 08:00:00,142,157,156,165,155,0,-7.1,2.7,54,0.0,109.8,7,0.0,1.5
2021-01-10 09:00:00,24,22,22,22,23,0,-5.9,2.8,49,0.0,109.8,7,0.0,1.0
2021-01-10 10:00:00,134,169,177,175,164,0,-3.4,2.0,42,0.0,109.8,7,0.0,1.0
2021-01-10 11:00:00,161,149,168,165,161,0,-1.5,3.5,33,0.0,109.8,7,0.0,1.0
2021-01-10 12:00:00,22,22,22,22,22,0,0.9,2.4,32,0.0,109.8,7,0.0,1.0
2021-01-10 13:00:00,22,22,22,22,22,0,0.8,3.9,32,0.0,109.8,7,0.0,1.0
2021-01-10 14:00:00,153,162,169,165,162,0,1.5,3.6,30,0.0,109.8,7,0.0,1.0
2021-01-10 15:00:00,22,22,22,22,22,0,1.8,3.0,31,0.0,109.8,7,0.0,1.0
2021-01-10 16:00:00,24,22,23,22,23,0,1.3,3.4,33,0.0,109.8,7,0.0,1.0
2021-01-10 17:00:00,22,22,22,25,23,0,0.3,2.5,35,0.0,109.8,7,0.0,1.0
2021-01-10 18:00:00,122,123,123,121,122,0,-0.5,1.9,37,0.0,109.8,7,0.0,1.5
2021-01-10 19:00:00,22,22,22,22,22,0,-1.2,2.2,39,0.0,109.8,7,0.0,1.5
2021-01-10 20:00:00,22,22,22,22,22,0,-2.1,2.3,42,0.0,109.8,7,0.0,1.5
2021-01-10 21:00:00,141,132,128,115,129,0,-2.4,2.5,43,0.0,109.8,7,0.0,1.5
2021-01-10 22:00:00,108,124,122,116,118,0,-3.3,1.9,46,0.0,109.8,7,0.0,1.5
2021-01-10 23:00:00,115,113,103,88,105,0,-3.3,2.1,45,0.0,109.8,7,0.0,1.5
2021-01-11 00:00:00,72,70,69,68,70,0,-4.3,1.5,50,0.0,109.8,1,0.0,1.5
2021-01-11 01:00:00,100,103,112,113,107,0,-4.2,2.4,53,0.0,109.8,1,0.0,1.5
2021-01-11 02:00:00,106,95,105,111,104,0,-4.2,2.7,55,0.0,109.8,1,0.0,1.5
2021-01-11 03:00:00,98,107,103,96,101,0,-3.9,2.0,54,0.0,109.8,1,0.0,1.5
2021-01-11 04:00:00,113,114,110,108,111,0,-4.0,2.4,57,0.0,109.8,1,0.0,1.5
2021-01-11 05:00:00,83,76,97,103,90,0,-4.8,2.4,58,0.0,109.8,1,0.0,1.5
2021-01-11 06:00:00,107,107,107,100,105,0,-4.6,2.5,58,0.0,109.8,1,0.0,1.5
2021-01-11 07:00:00,113,127,149,143,133,0,-4.1,2.5,61,0.0,109.8,1,0.0,1.5
2021-01-11 08:00:00,155,175,171,169,168,299,-3.8,2.7,62,0.0,109.8,1,0.446268657,1.5
2021-01-11 09:00:00,172,157,168,175,168,710,-3.0,2.2,59,0.0,109.8,1,1.056547619,1.0
2021-01-11 10:00:00,127,165,168,164,156,661,-1.3,1.7,54,0.0,109.8,1,1.059294872,1.0
2021-01-11 11:00:00,174,165,168,164,168,864,0.4,1.4,48,0.0,109.8,1,1.287630402,1.0
2021-01-11 12:00:00,108,93,93,122,104,368,1.7,1.3,46,0.0,109.8,1,0.884615385,1.0
2021-01-11 13:00:00,160,149,155,150,154,626,1.7,1.2,46,0.0,109.8,1,1.019543974,1.0
2021-01-11 14:00:00,160,157,160,157,159,2202,2.2,0.6,47,0.0,109.8,1,3.47318612,1.0
2021-01-11 15:00:00,126,159,160,153,150,601,3.0,1.1,45,0.0,109.8,1,1.005016722,1.0
